rowLabel	nucl_t1	nucl_t2	f0_min	f0_max	f0_median	f0_mean	f0_meanST	f0_start	f0_end	lopitch	hipitch	hipitchST	dynamic	intrasyllab	intersyllab	up	down	trajectory	f0_discont	prnp_start	prnp_end	prnp_intra	nucl_dur	syll_dur	vowel_dur	rhyme_dur	gap_left	loudness	int_peak	promL2D_nucldur	hesitation	speaker_id	before_pause	after_pause	pause_dur	onset_dur
6.561	6.560645833333334	7.055645833333323	262	273	267	267	96.75	273	265	265	273	97.12	-1	-0.51	2.9	0	-0.51	0.51	0	49	46	-3	0.49499999999998945	0	0	0	0.315	0	65.7	0	0	1	0	0	0	0
7.091	7.090645833333334	7.180645833333332	262	270	265	266	96.67	265	265	265	265	96.66	0	0	0.06	0	0	0	0	46	46	0	0.08999999999999808	0	0	0	0.035	0	64.2	0	0	1	0	0	0	0
7.401	7.400645833333334	7.725645833333327	191	292	286	275	97.26	287	191	191	287	98.03	-1	-7.02	1.43	0	-7.02	7.02	0	53	16	-37	0.32499999999999307	0	0	0	0.22	0	66.5	0	0	1	0	0	0	0
7.916	7.915645833333334	8.090645833333348	242	280	272	271	97.04	272	272	272	272	97.08	0	0	6.15	0	0	0	0	48	48	0	0.17500000000001315	0	0	0	0.19	0	63.4	0	0	1	0	0	0	0
8.366	8.365645833333335	8.440645833333347	239	259	254	252	95.79	254	254	254	254	95.9	0	0	-1.15	0	0	0	0	42	42	0	0.07500000000001172	0	0	0	0.275	0	62.3	0	0	1	0	0	0	0
8.526	8.525645833333336	8.540645833333338	476	482	480	478	106.84	480	480	480	480	106.9	0	0	11.04	0	0	0	0	100	100	0	0.015000000000002345	0	0	0	0.085	0	57.7	0	0	1	0	0	0	0
8.571	8.570645833333336	8.670645833333351	259	269	263	263	96.52	263	263	263	263	96.52	0	0	-10.37	0	0	0	0	45	45	0	0.10000000000001563	0	0	0	0.03	0	67.5	0	0	1	0	0	0	0
8.761	8.760645833333335	8.845645833333348	261	269	267	266	96.71	267	267	267	267	96.74	0	0	0.28	0	0	0	0	47	47	0	0.08500000000001329	0	0	0	0.09	0	65.4	0	0	1	1	0	0.5	0
9.346	9.345645833333336	9.470645833333355	263	271	268	267	96.77	268	268	268	268	96.81	0	0	0.09	0	0	0	0	47	47	0	0.12500000000001954	0	0	0	0.5	0	67.9	0	0	1	0	1	0	0
9.576	9.575645833333335	9.700645833333354	295	314	308	307	99.16	308	308	308	308	99.24	0	0	2.45	0	0	0	0	60	60	0	0.12500000000001954	0	0	0	0.105	0	66.4	0	0	1	0	0	0	0
9.756	9.755645833333334	9.900645833333357	300	309	303	304	99	303	303	303	303	98.96	0	0	-0.24	0	0	0	0	58	58	0	0.14500000000002267	0	0	0	0.055	0	65.9	0	0	1	1	0	0.046	0
