rowLabel	nucl_t1	nucl_t2	f0_min	f0_max	f0_median	f0_mean	f0_meanST	f0_start	f0_end	lopitch	hipitch	hipitchST	dynamic	intrasyllab	intersyllab	up	down	trajectory	f0_discont	prnp_start	prnp_end	prnp_intra	nucl_dur	syll_dur	vowel_dur	rhyme_dur	gap_left	loudness	int_peak	promL2D_nucldur	hesitation	speaker_id	before_pause	after_pause	pause_dur	onset_dur
5.290	5.29030045351474	5.390300453514738	344	369	349	352	101.54	349	349	349	349	101.39	0	0	0.18	0	0	0	0	31	31	0	0.09999999999999787	0	0	0	0.065	0	69.8	0	0	1	0	0	0	0
5.505	5.50530045351474	5.570300453514738	374	419	380	384	103.06	380	380	380	380	102.85	0	0	1.49	0	0	0	0	37	37	0	0.06499999999999861	0	0	0	0.115	0	64.1	0	0	1	0	0	0	0
5.670	5.67030045351474	5.740300453514738	174	214	183	184	90.3	183	183	183	183	90.19	0	0	-12.65	0	0	0	0	0	0	0	0.06999999999999851	0	0	0	0.1	0	66.8	0	0	1	0	0	0	0
5.825	5.825300453514739	5.950300453514736	404	418	414	414	104.33	414	414	414	414	104.34	0	0	14.15	0	0	0	0	42	42	0	0.12499999999999734	0	0	0	0.085	0	67.6	0	0	1	0	0	0	0
5.990	5.99030045351474	6.050300453514739	379	413	394	394	103.48	394	394	394	394	103.48	0	0	-0.84	0	0	0	0	39	39	0	0.05999999999999872	0	0	0	0.04	0	62.9	0	0	1	0	0	0	0
6.105	6.105300453514739	6.175300453514738	342	350	347	346	101.26	347	347	347	347	101.27	0	0	-2.19	0	0	0	0	30	30	0	0.06999999999999851	0	0	0	0.055	0	67.6	0	0	1	0	0	0	0
6.360	6.360300453514739	6.505300453514736	345	346	346	346	101.24	346	346	346	346	101.24	0	0	-0.03	0	0	0	0	30	30	0	0.1449999999999969	0	0	0	0.185	0	67.4	0	0	1	0	0	0	0
6.530	6.53030045351474	6.570300453514739	303	320	316	314	99.59	316	316	316	316	99.68	0	0	-1.54	0	0	0	0	24	24	0	0.03999999999999915	0	0	0	0.025	0	68.9	0	0	1	0	0	0	0
6.595	6.5953004535147395	6.705300453514737	343	349	346	346	101.25	346	346	346	346	101.25	0	0	1.6	0	0	0	0	30	30	0	0.10999999999999766	0	0	0	0.025	0	67.7	0	0	1	0	0	0	0
6.825	6.82530045351474	6.895300453514738	345	346	346	346	101.22	346	346	346	346	101.22	0	0	0.007	0	0	0	0	30	30	0	0.06999999999999851	0	0	0	0.12	0	66.3	0	0	1	0	0	0	0
6.965	6.96530045351474	7.080300453514737	279	345	301	301	98.84	345	279	279	345	101.19	-1	-3.64	-0.03	0	-3.64	3.64	0	30	15	-15	0.11499999999999755	0	0	0	0.07	0	67.4	0	0	1	0	0	0	0
7.235	7.235300453514739	7.290300453514738	276	279	278	278	97.43	278	278	278	278	97.44	0	0	-0.05	0	0	0	0	15	15	0	0.05499999999999883	0	0	0	0.155	0	65.7	0	0	1	0	0	0	0
7.610	7.610300453514739	7.625300453514739	955	971	967	964	118.96	967	967	967	967	119.01	0	0	21.59	0	0	0	0	100	100	0	0.01499999999999968	0	0	0	0.32	0	65	0	0	1	0	0	0	0
7.915	7.91530045351474	8.160300453514763	277	277	277	277	97.37	277	277	277	277	97.37	0	0	-21.64	0	0	0	0	15	15	0	0.2450000000000232	0	0	0	0.29	0	64.8	0	0	1	0	0	0	0
8.210	8.21030045351474	8.27030045351475	811	904	854	860	116.99	854	854	854	854	116.88	0	0	19.51	0	0	0	0	92	92	0	0.06000000000000938	0	0	0	0.05	0	59.7	0	0	1	0	0	0	0
8.375	8.37530045351474	8.545300453514766	277	277	277	277	97.38	277	277	277	277	97.38	0	0	-19.48	0	0	0	0	15	15	0	0.17000000000002657	0	0	0	0.105	0	64.9	0	0	1	0	0	0	0
8.630	8.63030045351474	8.685300453514749	276	277	277	277	97.37	277	277	277	277	97.37	0	0	0.009	0	0	0	0	15	15	0	0.0550000000000086	0	0	0	0.085	0	60.5	0	0	1	0	0	0	0
8.750	8.750300453514747	8.785300453514752	555	557	555	556	109.43	555	555	555	555	109.42	0	0	12.06	0	0	0	0	63	63	0	0.03500000000000547	0	0	0	0.065	0	61.2	0	0	1	0	0	0	0
8.860	8.860300453514741	8.890300453514746	361	383	373	372	102.48	373	373	373	373	102.53	0	0	-6.86	0	0	0	0	35	35	0	0.03000000000000469	0	0	0	0.075	0	70.2	0	0	1	0	0	0	0
8.995	8.99530045351474	9.080300453514754	354	418	413	410	104.17	413	413	413	413	104.28	0	0	1.77	0	0	0	0	42	42	0	0.08500000000001329	0	0	0	0.105	0	64.5	0	0	1	0	0	0	0
9.115	9.11530045351474	9.4953004535148	361	397	393	391	103.37	393	393	393	393	103.43	0	0	-0.85	0	0	0	0	39	39	0	0.3800000000000594	0	0	0	0.035	0	69.4	0	0	1	0	0	0	0
9.680	9.680300453514741	9.755300453514753	395	421	413	414	104.34	413	413	413	413	104.32	0	0	0.9	0	0	0	0	42	42	0	0.07500000000001172	0	0	0	0.185	0	68.9	0	0	1	0	0	0	0
9.940	9.940300453514741	9.960300453514744	454	464	461	460	106.17	461	461	461	461	106.2	0	0	1.92	0	0	0	0	50	50	0	0.020000000000003126	0	0	0	0.185	0	63.3	0	0	1	1	0	0.045	0
