rowLabel	nucl_t1	nucl_t2	f0_min	f0_max	f0_median	f0_mean	f0_meanST	f0_start	f0_end	lopitch	hipitch	hipitchST	dynamic	intrasyllab	intersyllab	up	down	trajectory	f0_discont	prnp_start	prnp_end	prnp_intra	nucl_dur	syll_dur	vowel_dur	rhyme_dur	gap_left	loudness	int_peak	promL2D_nucldur	hesitation	speaker_id	before_pause	after_pause	pause_dur	onset_dur
2.870	2.8699166666666662	2.964916666666664	90	106	99	98	79.48	99	99	99	99	79.64	0	0	-0.43	0	0	0	0	70	70	0	0.09499999999999797	0	0	0	0.06	0	60.1	0	0	1	0	0	0	0
3.100	3.099916666666666	3.1449166666666653	93	96	95	95	78.89	95	95	95	95	78.89	0	0	-0.66	0	0	0	0	65	65	0	0.04499999999999904	0	0	0	0.135	0	60.3	0	0	1	0	0	0	0
3.405	3.4049166666666664	3.604916666666662	104	114	106	108	81.07	106	106	106	106	80.87	0	0	2.03	0	0	0	0	78	78	0	0.19999999999999574	0	0	0	0.26	0	64.6	0	0	1	0	0	0	0
3.735	3.7349166666666664	3.944916666666662	102	105	103	103	80.37	103	103	103	103	80.27	0	0	-0.47	0	0	0	0	74	74	0	0.20999999999999552	0	0	0	0.13	0	59.8	0	0	1	0	0	0	0
4.010	4.009916666666666	4.169916666666663	107	122	109	110	81.5	107	122	107	122	83.22	1	2.27	0.71	2.27	0	2.27	0	79	93	14	0.1599999999999966	0	0	0	0.065	0	59.9	0	0	1	1	0	0.415	0
4.585	4.5849166666666665	4.624916666666666	102	104	103	103	80.31	103	103	103	103	80.33	0	0	-2.84	0	0	0	0	74	74	0	0.03999999999999915	0	0	0	0.415	0	63.9	0	0	1	0	1	0	0
4.720	4.719916666666667	4.744916666666667	102	106	106	105	80.7	106	106	106	106	80.76	0	0	0.52	0	0	0	0	78	78	0	0.024999999999999467	0	0	0	0.095	0	62.4	0	0	1	0	0	0	0
4.855	4.854916666666667	4.994916666666664	103	112	107	108	81.09	107	107	107	107	81.01	0	0	0.27	0	0	0	0	79	79	0	0.13999999999999702	0	0	0	0.11	0	65	0	0	1	0	0	0	0
5.060	5.059916666666667	5.094916666666666	52	53	52	52	68.72	52	52	52	52	68.71	0	0	-12.19	0	0	0	0	0	0	0	0.034999999999999254	0	0	0	0.065	0	62.2	0	0	1	0	0	0	0
5.185	5.184916666666667	5.264916666666665	110	113	113	113	81.91	113	113	113	113	81.95	0	0	13.54	0	0	0	0	85	85	0	0.0799999999999983	0	0	0	0.09	0	63.4	0	0	1	0	0	0	0
5.310	5.309916666666667	5.3849166666666655	102	110	107	107	80.94	107	107	107	107	80.98	0	0	-0.87	0	0	0	0	79	79	0	0.0749999999999984	0	0	0	0.045	0	63.2	0	0	1	0	0	0	0
5.420	5.4199166666666665	5.504916666666665	101	107	105	104	80.52	105	105	105	105	80.6	0	0	-0.29	0	0	0	0	77	77	0	0.08499999999999819	0	0	0	0.035	0	63.7	0	0	1	0	0	0	0
5.590	5.589916666666666	5.659916666666665	102	110	106	105	80.73	106	106	106	106	80.76	0	0	0.19	0	0	0	1	78	78	0	0.06999999999999851	0	0	0	0.085	0	60.5	0	0	1	0	0	0	0
5.880	5.8799166666666665	5.949916666666665	123	131	128	128	84.03	128	128	128	128	84.02	0	0	3.29	0	0	0	0	99	99	0	0.06999999999999851	0	0	0	0.22	0	65	0	0	1	0	0	0	0
6.085	6.0849166666666665	6.114916666666666	101	113	107	106	80.86	107	107	107	107	81.02	0	0	-2.98	0	0	0	0	79	79	0	0.02999999999999936	0	0	0	0.135	0	63.7	0	0	1	0	0	0	0
6.230	6.229916666666667	6.2549166666666665	90	92	91	91	78.14	91	91	91	91	78.11	0	0	-2.79	0	0	0	0	60	60	0	0.024999999999999467	0	0	0	0.115	0	58.6	0	0	1	1	0	0.795	0
7.050	7.049916666666667	7.104916666666666	98	104	100	100	79.88	100	100	100	100	79.84	0	0	1.75	0	0	0	0	71	71	0	0.05499999999999883	0	0	0	0.795	0	62.3	0	0	1	0	1	0	0
7.375	7.374916666666666	7.4749166666666635	103	112	105	105	80.61	105	105	105	105	80.59	0	0	0.86	0	0	0	0	77	77	0	0.09999999999999787	0	0	0	0.27	0	63.1	0	0	1	0	0	0	0
7.515	7.514916666666667	7.584916666666666	106	111	109	109	81.26	109	109	109	109	81.33	0	0	0.76	0	0	0	0	81	81	0	0.06999999999999851	0	0	0	0.04	0	61.4	0	0	1	0	0	0	0
7.625	7.624916666666667	7.704916666666665	120	129	125	124	83.58	125	125	125	125	83.61	0	0	2.39	0	0	0	0	96	96	0	0.0799999999999983	0	0	0	0.04	0	65.1	0	0	1	0	0	0	0
7.905	7.904916666666667	7.984916666666665	98	105	100	100	79.89	100	100	100	100	79.89	0	0	-3.7	0	0	0	0	71	71	0	0.0799999999999983	0	0	0	0.2	0	62.8	0	0	1	0	0	0	0
8.195	8.194916666666668	8.249916666666676	104	107	106	106	80.81	106	106	106	106	80.88	0	0	1.15	0	0	0	0	78	78	0	0.0550000000000086	0	0	0	0.21	0	63.4	0	0	1	0	0	0	0
8.290	8.289916666666668	8.36491666666668	119	122	121	121	83.12	121	121	121	121	83.13	0	0	2.39	0	0	0	0	93	93	0	0.07500000000001172	0	0	0	0.04	0	64.6	0	0	1	0	0	0	0
8.500	8.49991666666667	8.544916666666676	100	105	103	103	80.29	103	103	103	103	80.27	0	0	-2.76	0	0	0	0	74	74	0	0.045000000000007034	0	0	0	0.135	0	62.8	0	0	1	0	0	0	0
8.610	8.609916666666669	8.664916666666677	101	104	103	103	80.27	103	103	103	103	80.33	0	0	0.09	0	0	0	0	74	74	0	0.0550000000000086	0	0	0	0.065	0	62.9	0	0	1	0	0	0	0
8.840	8.839916666666667	8.879916666666674	91	93	91	91	78.28	91	91	91	91	78.26	0	0	-1.98	0	0	0	0	60	60	0	0.04000000000000625	0	0	0	0.175	0	61.9	0	0	1	0	0	0	0
8.920	8.919916666666667	8.974916666666676	88	91	90	90	77.97	90	90	90	90	77.97	0	0	-0.12	0	0	0	0	59	59	0	0.0550000000000086	0	0	0	0.04	0	63.4	0	0	1	0	0	0	0
9.075	9.074916666666669	9.139916666666679	86	92	87	88	77.61	87	87	87	87	77.45	0	0	-0.46	0	0	0	0	55	55	0	0.06500000000001016	0	0	0	0.1	0	61	0	0	1	1	0	0.315	0
