feature,lang,diff,stderr,ci95_l,ci95_u,method
Sign of f0 slope,Turkish,0.5,0,NaN,NaN,common language effect size
IOI rate,Marathi,0.839150432900433,0.0362110570635986,0.767184178635087,0.911116687165779,common language effect size
f0 ratio,Marathi,0.199918270111084,0.00976394094726726,0.180768515836044,0.219068024386124,common language effect size
Sign of f0 slope,Marathi,0.5,0,NaN,NaN,common language effect size
IOI rate,English,0.876129032258064,0.0355075829526033,0.805420936541251,0.946837127974878,common language effect size
f0 ratio,English,0.568041801452637,0.0126912026745089,0.543152616392234,0.59293098651304,common language effect size
Sign of f0 slope,English,0.125,0.125,-0.272805788160464,0.522805788160464,common language effect size
IOI rate,French,0.874358974358974,0.0356582985680427,0.803602613796957,0.945115334920991,common language effect size
f0 ratio,French,0.425702095031738,0.0126547991847526,0.400883827891208,0.450520362172269,common language effect size
Sign of f0 slope,French,0.75,0.25,-2.42655118404367,3.92655118404367,common language effect size
IOI rate,Azerbaijani,0.901147959183673,0.0332718906403262,0.834956877430273,0.967339040937074,common language effect size
f0 ratio,Azerbaijani,0.458760738372803,0.0127321627003054,0.433791209050518,0.483730267695088,common language effect size
Sign of f0 slope,Azerbaijani,0.75,0.25,-2.42655118404367,3.92655118404367,common language effect size
IOI rate,Russian,0.953601953601954,0.0225056884829961,0.908250995370112,0.998952911833796,common language effect size
f0 ratio,Russian,0.401081562042236,0.0125372944105311,0.376492818098207,0.425670305986266,common language effect size
Sign of f0 slope,Russian,0.166666666666667,0.166666666666667,-0.55044212162491,0.883775454958244,common language effect size
IOI rate,Lithuanian,0.912650602409638,0.0249478934127677,0.863072822930003,0.962228381889274,common language effect size
f0 ratio,Lithuanian,0.595177173614502,0.0126208139668041,0.570426045861714,0.61992830136729,common language effect size
Sign of f0 slope,Lithuanian,0.541666666666667,0.150231303144333,0.167534425943747,0.915798907389586,common language effect size
IOI rate,Persian,0.904150197628458,0.0374552628567099,0.8289250888589,0.979375306398017,common language effect size
f0 ratio,Persian,0.446911334991455,0.0127723142436038,0.421863034638209,0.471959635344701,common language effect size
Sign of f0 slope,Persian,0.75,0.144337567297406,0.29065344224073,1.20934655775927,common language effect size
IOI rate,Japanese,0.81582054309327,0.0383093235757883,0.739890891153422,0.891750195033119,common language effect size
f0 ratio,Japanese,0.531252384185791,0.0127753945936575,0.506198229161968,0.556306539209614,common language effect size
Sign of f0 slope,Japanese,0.75,0.144337567297406,0.29065344224073,1.20934655775927,common language effect size
IOI rate,Georgian,0.992592592592593,0.00662196743755945,0.979455727065417,1.00572945811977,common language effect size
f0 ratio,Georgian,0.366493225097656,0.0125072697289944,0.341962382591687,0.391024067603626,common language effect size
Sign of f0 slope,Georgian,0.5,0.353553390593274,-1.02121746114833,2.02121746114833,common language effect size
IOI rate,Puri,0.973634651600753,0.0142495375454897,0.945260467419214,1.00200883578229,common language effect size
f0 ratio,Puri,0.487114429473877,0.0134861051830521,0.460660075872577,0.513568783075177,common language effect size
Sign of f0 slope,Puri,1,0,NaN,NaN,common language effect size
IOI rate,Kuikuro,0.709876543209876,0.0478733614868565,0.614997108243817,0.804755978175935,common language effect size
f0 ratio,Kuikuro,0.298171520233154,0.011808889515922,0.275012677017089,0.32133036344922,common language effect size
Sign of f0 slope,Kuikuro,0.357142857142857,0.0922138891954147,0.131503598830428,0.582782115455286,common language effect size
IOI rate,Slovenian,0.840066146940704,0.0350443503790875,0.77052855295219,0.909603740929218,common language effect size
f0 ratio,Slovenian,0.600340366363525,0.012501054883254,0.575824226464126,0.624856506262925,common language effect size
Sign of f0 slope,Slovenian,0.5,0,NaN,NaN,common language effect size
IOI rate,Portuguese,0.701355661881978,0.0521812862990524,0.59772512655651,0.804986197207445,common language effect size
f0 ratio,Portuguese,0.784637928009033,0.0100577330441211,0.764912606688748,0.804363249329318,common language effect size
Sign of f0 slope,Portuguese,0.5,0.173205080756888,0.100588367536245,0.899411632463755,common language effect size
IOI rate,Polish,0.919540229885057,0.0300168446260698,0.859825576416092,0.979254883354022,common language effect size
f0 ratio,Polish,0.554968357086182,0.0128642851830645,0.529738987690117,0.580197726482246,common language effect size
Sign of f0 slope,Polish,0.416666666666667,0.220479275922049,-0.171617015172464,1.0049503485058,common language effect size
IOI rate,DutchFlemish,0.536786786786787,0.0489125120156109,0.439939863493819,0.633633710079754,common language effect size
f0 ratio,DutchFlemish,0.498726844787598,0.0128847714412705,0.473458206319919,0.523995483255277,common language effect size
Sign of f0 slope,DutchFlemish,0.25,0.25,-2.92655118404367,3.42655118404367,common language effect size
IOI rate,Japanese,0.969861660079052,0.013891152405615,0.942270728386847,0.997452591771256,common language effect size
f0 ratio,Japanese,0.761831760406494,0.0105395171280801,0.741162354739229,0.78250116607376,common language effect size
Sign of f0 slope,Japanese,0.75,0.25,-2.42655118404367,3.92655118404367,common language effect size
