rowLabel	nucl_t1	nucl_t2	f0_min	f0_max	f0_median	f0_mean	f0_meanST	f0_start	f0_end	lopitch	hipitch	hipitchST	dynamic	intrasyllab	intersyllab	up	down	trajectory	f0_discont	prnp_start	prnp_end	prnp_intra	nucl_dur	syll_dur	vowel_dur	rhyme_dur	gap_left	loudness	int_peak	promL2D_nucldur	hesitation	speaker_id	before_pause	after_pause	pause_dur	onset_dur
4.910	4.910125	5.035124999999997	178	219	185	188	90.74	185	185	185	185	90.44	0	0	0.07	0	0	0	0	9	9	0	0.12499999999999734	0	0	0	0.05	0	71.4	0	0	1	0	0	0	0
5.090	5.0901250000000005	5.225124999999998	172	190	184	183	90.28	184	184	184	184	90.37	0	0	-0.003	0	0	0	0	8	8	0	0.13499999999999712	0	0	0	0.055	0	75	0	0	1	0	0	0	0
5.300	5.300125	5.565124999999995	205	212	206	207	92.34	206	206	206	206	92.26	0	0	1.98	0	0	0	0	28	28	0	0.26499999999999435	0	0	0	0.075	0	79.2	0	0	1	0	0	0	0
5.690	5.690125	5.900124999999996	223	241	233	233	94.4	233	233	233	233	94.42	0	0	2.19	0	0	0	0	49	49	0	0.20999999999999552	0	0	0	0.125	0	72.9	0	0	1	0	0	0	0
5.925	5.925125	6.000124999999999	209	230	217	217	93.18	217	217	217	217	93.15	0	0	-1.22	0	0	0	0	37	37	0	0.0749999999999984	0	0	0	0.025	0	65.5	0	0	1	0	0	0	0
6.075	6.075125	6.7051249999999865	259	281	277	277	97.37	260	276	260	276	97.32	1	1	3.18	1	0	1	0	68	79	10	0.6299999999999866	0	0	0	0.075	0	70.8	0	0	1	0	0	0	0
6.895	6.895125	7.220124999999993	291	312	311	309	99.28	311	311	311	311	99.39	0	0	2.09	0	0	0	0	99	99	0	0.32499999999999307	0	0	0	0.19	0	73.6	0	0	1	0	0	0	0
7.270	7.270125	7.455124999999996	223	243	233	233	94.4	233	233	233	233	94.44	0	0	-4.93	0	0	0	0	49	49	0	0.18499999999999606	0	0	0	0.05	0	74.7	0	0	1	0	0	0	0
7.500	7.500125000000001	7.670124999999997	299	312	311	310	99.32	311	311	311	311	99.39	0	0	5.02	0	0	0	0	99	99	0	0.16999999999999638	0	0	0	0.045	0	68.8	0	0	1	0	0	0	0
7.720	7.720125	8.110125000000012	262	303	277	278	97.46	263	287	263	287	98.04	1	1.57	-2.9	1.57	0	1.57	0	70	85	15	0.3900000000000121	0	0	0	0.05	0	68.2	0	0	1	0	0	0	0
8.170	8.170125	8.770125000000094	255	281	277	277	97.39	255	274	255	274	97.19	1	1.24	-2.03	1.24	0	1.24	0	65	77	12	0.6000000000000938	0	0	0	0.06	0	60	0	0	1	0	0	0	0
8.980	8.980125000000001	9.10512500000002	260	282	277	276	97.35	277	277	277	277	97.38	0	0	0.2	0	0	0	0	79	79	0	0.12500000000001954	0	0	0	0.21	0	70	0	0	1	0	0	0	0
9.180	9.180125	9.450125000000043	294	311	310	309	99.29	310	310	310	310	99.35	0	0	1.99	0	0	0	0	99	99	0	0.2700000000000422	0	0	0	0.075	0	69.4	0	0	1	0	0	0	0
9.535	9.535125	10.385125000000134	304	311	311	310	99.36	311	311	311	311	99.37	0	0	0.06	0	0	0	0	99	99	0	0.8500000000001329	0	0	0	0.085	0	71.2	0	0	1	1	0	0.05	0
